service,type,genre,score,popularity
netflix,Movie,Thriller,6.45,2.189
netflix,Movie,Thriller,7.1,18.908
netflix,Movie,Drama,7.1,18.908
netflix,Movie,Action,7.1,18.908
hbo,Movie,Drama,7.75,9.88
hbo,Movie,Romance,7.75,9.88
hbo,Movie,Crime,7.75,9.88
hbo,Movie,Action,6.6,19.771
hbo,Movie,Horror,6.6,19.771
hbo,Movie,Mystery,6.6,19.771
hbo,Movie,Science Fiction,6.6,19.771
hbo,Movie,Thriller,6.6,19.771
netflix,Movie,Crime,6.75,23.183000000000003
netflix,Movie,Drama,6.75,23.183000000000003
netflix,Movie,Thriller,6.75,23.183000000000003
netflix,Movie,Documentary,5.7,0.63
amazon,Movie,Documentary,6.95,4.5360000000000005
amazon,Movie,Thriller,5.4,1.926
amazon,Movie,Mystery,5.4,1.926
netflix,Movie,Comedy,5.25,7.33
netflix,Movie,Family,5.25,7.33
netflix,Movie,Family,5.7,0.691
amazon,Movie,Crime,8.1,2.693
amazon,Movie,Drama,8.1,2.693
amazon,Movie,Family,8.1,2.693
amazon,Movie,Thriller,8.1,2.693
amazon,Movie,Comedy,8.0,8.763
amazon,Movie,Crime,8.0,8.763
amazon,Movie,Drama,8.0,8.763
netflix,Movie,Drama,5.65,5.276
netflix,Movie,Romance,5.65,5.276
disney,Movie,Animation,8.15,11.7
disney,Movie,Family,8.15,11.7
disney,Movie,Romance,8.15,11.7
hbo,Movie,Comedy,6.050000000000001,3.87
hbo,Movie,Drama,6.050000000000001,3.87
hulu,Movie,Drama,7.300000000000001,24.65
hulu,Movie,History,7.300000000000001,24.65
hulu,Movie,Crime,7.300000000000001,24.65
amazon,Movie,Comedy,3.05,1.46
netflix,Movie,Family,6.95,36.972
netflix,Movie,Animation,6.95,36.972
netflix,Movie,Adventure,6.95,36.972
netflix,Movie,Comedy,6.95,36.972
netflix,Movie,Action,4.85,18.754
amazon,Movie,Action,5.0,2.3169999999999997
amazon,Movie,Western,5.0,2.3169999999999997
netflix,Movie,Fantasy,5.75,27.319000000000003
netflix,Movie,Science Fiction,5.75,27.319000000000003
netflix,Movie,Thriller,5.75,27.319000000000003
amazon,Movie,Romance,2.6,1.463
amazon,Movie,Adventure,2.6,1.463
amazon,Movie,Drama,2.6,1.463
hbo,Movie,Documentary,7.449999999999999,5.255
hbo,Movie,Crime,7.449999999999999,5.255
hbo,Movie,Documentary,7.85,10.714
hbo,Movie,Crime,7.85,10.714
hbo,Movie,Documentary,8.05,8.572000000000001
hbo,Movie,Crime,8.05,8.572000000000001
amazon,Movie,Music,5.5,6.6579999999999995
amazon,Movie,Comedy,5.5,6.6579999999999995
amazon,Movie,Romance,5.5,6.6579999999999995
netflix,Movie,Horror,5.55,33.919000000000004
netflix,Movie,Science Fiction,5.55,33.919000000000004
netflix,Movie,Action,5.55,33.919000000000004
netflix,Movie,Thriller,5.55,33.919000000000004
amazon,Movie,Science Fiction,5.4,4.979
amazon,Movie,Thriller,5.4,4.979
amazon,Movie,Drama,5.7,12.405999999999999
amazon,Movie,Thriller,5.7,12.405999999999999
netflix,Movie,Drama,5.7,12.405999999999999
netflix,Movie,Thriller,5.7,12.405999999999999
amazon,Movie,Horror,4.8,10.001
amazon,Movie,Mystery,4.8,10.001
amazon,Movie,Thriller,4.8,10.001
netflix,Movie,Horror,6.15,59.693000000000005
netflix,Movie,Mystery,6.15,59.693000000000005
hulu,Movie,Horror,5.85,52.522
hulu,Movie,Mystery,5.85,52.522
hulu,Movie,Horror,5.0,27.901999999999997
netflix,Movie,Horror,4.1,4.658
netflix,Movie,Thriller,4.1,4.658
hulu,Movie,Comedy,8.55,94.631
hulu,Movie,Thriller,8.55,94.631
hulu,Movie,Drama,8.55,94.631
amazon,Movie,Action,5.25,0.9279999999999999
amazon,Movie,Drama,5.25,0.9279999999999999
netflix,Movie,Documentary,6.75,5.18
netflix,Movie,Music,6.75,5.18
netflix,Movie,Drama,6.85,5.502000000000001
netflix,Movie,Romance,6.85,5.502000000000001
netflix,Movie,Drama,6.9,1.493
netflix,Movie,Family,6.9,1.493
amazon,Movie,Comedy,6.0,9.412
amazon,Movie,Drama,6.0,9.412
amazon,Movie,Horror,6.0,9.412
amazon,Movie,Horror,6.65,4.638
amazon,Movie,Fantasy,6.65,4.638
amazon,Movie,Mystery,6.65,4.638
netflix,Movie,Horror,6.65,4.638
netflix,Movie,Fantasy,6.65,4.638
netflix,Movie,Mystery,6.65,4.638
netflix,Movie,Drama,4.449999999999999,10.157
disney,Movie,Documentary,6.4,3.1830000000000003
hbo,Movie,Drama,8.1,23.651999999999997
amazon,Movie,Documentary,7.15,2.678
netflix,Movie,Comedy,5.3,2.108
netflix,Movie,Action,6.1,45.848
netflix,Movie,Crime,6.1,45.848
netflix,Movie,Drama,7.25,6.129
netflix,Movie,Action,7.25,6.129
netflix,Movie,History,7.25,6.129
netflix,Movie,Comedy,7.5,1.931
disney,Movie,Animation,8.05,15.838
disney,Movie,Family,8.05,15.838
disney,Movie,Comedy,8.05,15.838
amazon,Movie,Crime,5.35,1.501
amazon,Movie,Action,5.35,1.501
disney,Movie,Family,6.949999999999999,11.349
disney,Movie,Comedy,6.949999999999999,11.349
disney,Movie,Animation,6.949999999999999,11.349
amazon,Movie,Drama,4.55,1.604
amazon,Movie,Crime,6.05,2.377
amazon,Movie,Drama,6.05,2.377
netflix,Movie,Action,7.25,19.322
netflix,Movie,War,7.25,19.322
amazon,Movie,Drama,6.1,2.154
hulu,Movie,Adventure,4.4,4.851
hulu,Movie,Documentary,4.4,4.851
hulu,Movie,Science Fiction,4.4,4.851
netflix,Movie,Action,5.9,19.375999999999998
netflix,Movie,Adventure,5.9,19.375999999999998
netflix,Movie,Thriller,5.9,19.375999999999998
amazon,Movie,Drama,7.85,2.373
amazon,Movie,Comedy,7.85,2.373
amazon,Movie,Crime,7.85,2.373
hbo,Movie,Comedy,6.7,5.224
hbo,Movie,Romance,6.7,5.224
amazon,Movie,Action,7.0,3.245
amazon,Movie,Comedy,7.0,3.245
amazon,Movie,Drama,7.0,3.245
hbo,Movie,Comedy,7.05,23.038
hbo,Movie,Drama,7.05,23.038
hbo,Movie,Drama,6.45,8.889
hbo,Movie,TV Movie,6.45,8.889
amazon,Movie,Comedy,7.25,15.88
amazon,Movie,Drama,7.25,15.88
amazon,Movie,Romance,7.25,15.88
hbo,Movie,TV Movie,6.9,6.614
hbo,Movie,Drama,6.9,6.614
hbo,Movie,History,6.9,6.614
hbo,Movie,Drama,8.35,8.5
amazon,Movie,Comedy,7.7,1.08
amazon,Movie,Romance,7.7,1.08
netflix,Movie,Drama,5.699999999999999,3.487
netflix,Movie,Documentary,4.05,1.554
amazon,Movie,Action,7.1,0.6
amazon,Movie,Drama,7.1,0.6
amazon,Movie,Thriller,7.1,0.6
netflix,Movie,Documentary,6.9,1.347
netflix,Movie,History,6.9,1.347
amazon,Movie,Drama,6.65,2.325
amazon,Movie,Drama,6.800000000000001,16.477999999999998
amazon,Movie,Action,6.800000000000001,16.477999999999998
amazon,Movie,Thriller,6.800000000000001,16.477999999999998
amazon,Movie,Crime,6.800000000000001,16.477999999999998
netflix,Movie,Drama,6.800000000000001,16.477999999999998
netflix,Movie,Action,6.800000000000001,16.477999999999998
netflix,Movie,Thriller,6.800000000000001,16.477999999999998
netflix,Movie,Crime,6.800000000000001,16.477999999999998
netflix,Movie,Comedy,5.8,3.3369999999999997
netflix,Movie,Romance,5.8,3.3369999999999997
netflix,Movie,Comedy,7.15,3.32
netflix,Movie,Comedy,6.65,4.82
hbo,Movie,Adventure,6.85,74.49600000000001
hbo,Movie,Comedy,6.85,74.49600000000001
hbo,Movie,Science Fiction,6.85,74.49600000000001
netflix,Movie,Action,5.300000000000001,47.255
netflix,Movie,Adventure,5.300000000000001,47.255
netflix,Movie,Comedy,5.300000000000001,47.255
netflix,Movie,Family,5.300000000000001,47.255
hbo,Movie,Documentary,7.0,1.046
netflix,Movie,Drama,1.6,0.6
netflix,Movie,Family,1.6,0.6
amazon,Movie,Thriller,6.85,13.231
amazon,Movie,Drama,6.85,13.231
amazon,Movie,Action,5.85,15.357000000000001
amazon,Movie,Comedy,5.85,15.357000000000001
hulu,Movie,Family,7.5,1.8730000000000002
hbo,Movie,Comedy,7.3,6.48
amazon,Movie,Horror,5.300000000000001,17.437
hbo,Movie,Documentary,6.3,0.669
netflix,Movie,Action,5.95,3.843
netflix,Movie,Thriller,5.95,3.843
netflix,Movie,Drama,5.95,3.843
netflix,Movie,Mystery,5.95,3.843
netflix,Movie,Comedy,4.2,1.49
hbo,Movie,Action,6.550000000000001,46.155
hbo,Movie,War,6.550000000000001,46.155
hbo,Movie,History,6.550000000000001,46.155
hbo,Movie,Romance,6.550000000000001,46.155
hbo,Movie,Drama,6.550000000000001,46.155
netflix,Movie,Comedy,7.199999999999999,12.04
netflix,Movie,Romance,7.199999999999999,12.04
netflix,Movie,Horror,7.199999999999999,12.04
netflix,Movie,Adventure,6.15,9.611
netflix,Movie,Comedy,6.15,9.611
netflix,Movie,Family,6.15,9.611
netflix,Movie,Family,7.5,4.907
netflix,Movie,Comedy,7.5,4.907
netflix,Movie,TV Movie,7.5,4.907
amazon,Movie,Comedy,4.7,0.6729999999999999
hulu,Movie,Comedy,5.35,5.452000000000001
netflix,Movie,Drama,7.35,5.5760000000000005
netflix,Movie,Comedy,7.35,5.5760000000000005
amazon,Movie,Family,4.1,4.461
amazon,Movie,Fantasy,4.1,4.461
netflix,Movie,Family,4.1,4.461
netflix,Movie,Fantasy,4.1,4.461
netflix,Movie,Comedy,7.050000000000001,8.235
netflix,Movie,Drama,7.050000000000001,8.235
netflix,Movie,Romance,7.050000000000001,8.235
netflix,Movie,Drama,6.1,1.4169999999999998
netflix,Movie,Drama,5.25,0.9440000000000001
netflix,Movie,Comedy,4.4,8.351
amazon,Movie,Horror,5.300000000000001,5.715
netflix,Movie,Fantasy,6.7,16.256
netflix,Movie,Comedy,6.7,16.256
netflix,Movie,Romance,6.7,16.256
amazon,Movie,Drama,3.4,1.4
netflix,Movie,Drama,7.5,26.008000000000003
disney,Movie,Documentary,7.35,4.865
amazon,Movie,Drama,3.45,1.43
amazon,Movie,Romance,6.949999999999999,6.497999999999999
amazon,Movie,Drama,6.949999999999999,6.497999999999999
netflix,Movie,Comedy,5.6,4.2780000000000005
netflix,Movie,Drama,5.6,4.2780000000000005
hbo,Movie,Adventure,4.25,0.675
hbo,Movie,Drama,4.25,0.675
netflix,Movie,Action,6.6,26.789
netflix,Movie,Thriller,6.6,26.789
disney,Movie,Adventure,6.050000000000001,146.98
disney,Movie,Fantasy,6.050000000000001,146.98
disney,Movie,Family,6.050000000000001,146.98
netflix,Movie,Drama,5.949999999999999,22.825
netflix,Movie,Mystery,5.949999999999999,22.825
netflix,Movie,Crime,5.949999999999999,22.825
netflix,Movie,Documentary,6.55,4.15
amazon,Movie,Thriller,5.95,3.602
amazon,Movie,TV Movie,5.95,3.602
amazon,Movie,Comedy,6.15,4.176
netflix,Movie,Thriller,5.75,25.232
amazon,Movie,Science Fiction,3.45,8.747
amazon,Movie,Action,3.45,8.747
netflix,Movie,Documentary,7.7,6.66
amazon,Movie,Drama,6.15,5.296
hbo,Movie,Drama,6.25,8.12
amazon,Movie,Comedy,5.15,17.873
amazon,Movie,Romance,5.15,17.873
amazon,Movie,Drama,5.15,17.873
disney,Movie,Family,6.800000000000001,3.117
disney,Movie,Fantasy,6.800000000000001,3.117
disney,Movie,Adventure,6.800000000000001,3.117
amazon,Movie,Drama,5.550000000000001,3.9389999999999996
hbo,Movie,Drama,8.2,20.014
hbo,Movie,Drama,6.0,3.9819999999999998
hulu,Movie,Drama,6.0,30.688000000000002
hulu,Movie,Mystery,6.0,30.688000000000002
hulu,Movie,Thriller,6.0,30.688000000000002
netflix,Movie,Drama,6.0,30.688000000000002
netflix,Movie,Mystery,6.0,30.688000000000002
netflix,Movie,Thriller,6.0,30.688000000000002
amazon,Movie,Romance,5.9,4.162
amazon,Movie,TV Movie,5.9,4.162
amazon,Movie,Documentary,6.05,1.181
netflix,Movie,Documentary,6.949999999999999,13.925999999999998
amazon,Movie,Horror,5.75,15.179
amazon,Movie,Thriller,5.75,15.179
hbo,Movie,Horror,6.6,40.711
netflix,Movie,Horror,5.1,29.003
amazon,Movie,Comedy,7.75,1.181
amazon,Movie,Documentary,3.95,1.175
amazon,Movie,Comedy,3.95,1.175
netflix,Movie,Comedy,6.1,3.8689999999999998
disney,Movie,Adventure,6.550000000000001,27.403000000000002
disney,Movie,Family,6.550000000000001,27.403000000000002
disney,Movie,Fantasy,6.550000000000001,27.403000000000002
disney,Movie,Animation,7.25,67.123
disney,Movie,Family,7.25,67.123
disney,Movie,Adventure,7.25,67.123
disney,Movie,Fantasy,7.25,67.123
disney,Movie,Adventure,6.1,25.658
disney,Movie,Fantasy,6.1,25.658
disney,Movie,Animation,6.1,25.658
disney,Movie,Family,6.1,25.658
netflix,Movie,Animation,6.65,32.637
netflix,Movie,Adventure,6.65,32.637
netflix,Movie,Family,6.65,32.637
netflix,Movie,Documentary,7.199999999999999,2.292
hbo,Movie,Drama,6.65,2.459
amazon,Movie,Comedy,5.800000000000001,1.764
amazon,Movie,Horror,5.800000000000001,1.764
netflix,Movie,Drama,7.15,5.37
netflix,Movie,Action,7.15,5.37
netflix,Movie,Family,5.85,3.2539999999999996
netflix,Movie,Animation,5.85,3.2539999999999996
amazon,Movie,Comedy,5.15,4.655
amazon,Movie,Drama,5.15,4.655
netflix,Movie,Crime,3.9,1.785
netflix,Movie,Drama,3.9,1.785
netflix,Movie,Romance,3.9,1.785
amazon,Movie,Horror,6.65,11.239
amazon,Movie,Science Fiction,6.65,11.239
netflix,Movie,Thriller,5.75,3.074
netflix,Movie,Action,5.75,3.074
netflix,Movie,Animation,6.85,4.475
netflix,Movie,Fantasy,6.85,4.475
netflix,Movie,Mystery,6.85,4.475
disney,Movie,Action,6.2,6.066
disney,Movie,Comedy,6.2,6.066
disney,Movie,Family,6.2,6.066
disney,Movie,Mystery,6.2,6.066
disney,Movie,Horror,6.2,6.066
amazon,Movie,Comedy,7.25,2.042
amazon,Movie,Crime,7.25,2.042
hulu,Movie,Thriller,6.4,8.661
hulu,Movie,Horror,6.4,8.661
hulu,Movie,Science Fiction,6.4,8.661
hbo,Movie,Comedy,4.0,9.44
hbo,Movie,Romance,4.0,9.44
amazon,Movie,Drama,2.75,0.6
hbo,Movie,Drama,6.0,10.622
netflix,Movie,Drama,7.7,21.951
amazon,Movie,Documentary,3.65,0.6
amazon,Movie,Drama,5.550000000000001,7.59
amazon,Movie,Action,5.550000000000001,7.59
netflix,Movie,Drama,7.5,13.232999999999999
disney,Movie,Family,7.35,75.683
disney,Movie,Animation,7.35,75.683
disney,Movie,Science Fiction,7.35,75.683
disney,Movie,Comedy,7.35,75.683
disney,Movie,TV Movie,7.35,75.683
disney,Movie,Animation,7.15,21.118000000000002
disney,Movie,Comedy,7.15,21.118000000000002
disney,Movie,Family,7.15,21.118000000000002
disney,Movie,TV Movie,7.15,21.118000000000002
disney,Movie,Music,7.15,21.118000000000002
disney,Movie,Adventure,7.15,21.118000000000002
disney,Movie,Science Fiction,7.15,21.118000000000002
disney,Movie,Family,7.45,18.037
disney,Movie,Comedy,7.45,18.037
disney,Movie,Animation,7.45,18.037
disney,Movie,Adventure,7.45,18.037
disney,Movie,Science Fiction,7.45,18.037
disney,Movie,TV Movie,7.45,18.037
netflix,Movie,Comedy,6.4,8.04
netflix,Movie,Romance,6.4,8.04
netflix,Movie,Comedy,6.6,7.845
netflix,Movie,Thriller,4.95,2.045
netflix,Movie,Action,4.95,2.045
netflix,Movie,Drama,4.95,2.045
netflix,Movie,Thriller,6.35,6.229
netflix,Movie,Horror,6.35,6.229
hulu,Movie,Horror,6.0,161.524
hulu,Movie,Thriller,6.0,161.524
netflix,Movie,Comedy,5.5,1.367
netflix,Movie,Romance,5.5,1.367
amazon,Movie,Drama,6.65,5.932
amazon,Movie,Romance,6.65,5.932
netflix,Movie,Comedy,6.5,1.143
netflix,Movie,Drama,6.5,1.143
amazon,Movie,Crime,5.1,3.667
amazon,Movie,Drama,5.1,3.667
amazon,Movie,Thriller,5.1,3.667
amazon,Movie,Mystery,5.1,3.667
amazon,Movie,Romance,5.1,3.667
amazon,Movie,Comedy,6.15,4.485
amazon,Movie,Romance,6.15,4.485
hbo,Movie,Drama,7.35,10.117
hbo,Movie,Mystery,7.35,10.117
hbo,Movie,Romance,5.55,8.43
hbo,Movie,Comedy,5.55,8.43
netflix,Movie,Documentary,7.95,2.654
netflix,Movie,Drama,6.35,16.707
netflix,Movie,Thriller,5.699999999999999,10.460999999999999
netflix,Movie,Horror,5.699999999999999,10.460999999999999
netflix,Movie,Mystery,5.699999999999999,10.460999999999999
netflix,Movie,Romance,3.65,1.1340000000000001
netflix,Movie,Drama,3.65,1.1340000000000001
hulu,Movie,Drama,7.15,9.917
disney,Movie,Animation,6.45,17.887999999999998
disney,Movie,Family,6.45,17.887999999999998
netflix,Movie,Thriller,7.2,6.684
netflix,Movie,Drama,7.2,6.684
hulu,Movie,Horror,5.85,8.366
hulu,Movie,Thriller,5.85,8.366
hulu,Movie,Action,5.85,27.281999999999996
hulu,Movie,Adventure,5.85,27.281999999999996
hulu,Movie,Drama,5.85,27.281999999999996
netflix,Movie,Drama,7.7,0.6
netflix,Movie,Family,7.7,0.6
netflix,Movie,Action,6.75,20.118
netflix,Movie,Comedy,6.75,20.118
netflix,Movie,Crime,6.75,20.118
netflix,Movie,Drama,7.75,1.4869999999999999
netflix,Movie,Family,7.75,1.4869999999999999
disney,Movie,Animation,7.25,88.10700000000001
disney,Movie,Family,7.25,88.10700000000001
hbo,Movie,Drama,3.0,1.317
hbo,Movie,History,3.0,1.317
hbo,Movie,TV Movie,3.0,1.317
disney,Movie,Family,8.3,9.924
disney,Movie,Animation,8.3,9.924
amazon,Movie,Horror,5.9,37.736999999999995
amazon,Movie,Comedy,5.9,37.736999999999995
hbo,Movie,Horror,5.9,37.736999999999995
hbo,Movie,Comedy,5.9,37.736999999999995
disney,Movie,Adventure,7.15,109.714
disney,Movie,Fantasy,7.15,109.714
disney,Movie,Action,7.15,109.714
disney,Movie,Adventure,7.3,110.176
disney,Movie,Fantasy,7.3,110.176
disney,Movie,Action,7.3,110.176
disney,Movie,Adventure,6.6,91.06200000000001
disney,Movie,Action,6.6,91.06200000000001
disney,Movie,Fantasy,6.6,91.06200000000001
disney,Movie,Adventure,6.55,164.56900000000002
disney,Movie,Action,6.55,164.56900000000002
disney,Movie,Fantasy,6.55,164.56900000000002
disney,Movie,Adventure,7.9,110.64
disney,Movie,Fantasy,7.9,110.64
disney,Movie,Action,7.9,110.64
hulu,Movie,Drama,5.95,3.266
netflix,Movie,Drama,6.550000000000001,1.9469999999999998
netflix,Movie,Action,6.550000000000001,1.9469999999999998
disney,Movie,Family,5.45,6.0920000000000005
disney,Movie,TV Movie,5.45,6.0920000000000005
disney,Movie,Science Fiction,5.45,6.0920000000000005
disney,Movie,Comedy,5.45,6.0920000000000005
netflix,Movie,Thriller,5.449999999999999,2.5580000000000003
netflix,Movie,Horror,5.449999999999999,2.5580000000000003
netflix,Movie,Drama,6.9,4.081
netflix,Movie,Drama,6.85,8.294
disney,Movie,Animation,5.800000000000001,31.505
disney,Movie,Family,5.800000000000001,31.505
disney,Movie,Adventure,5.800000000000001,31.505
disney,Movie,Comedy,5.800000000000001,31.505
hbo,Movie,Comedy,7.4,13.875
disney,Movie,Animation,6.05,26.136999999999997
disney,Movie,Comedy,6.05,26.136999999999997
disney,Movie,Adventure,6.05,26.136999999999997
disney,Movie,Family,6.05,26.136999999999997
netflix,Movie,Family,5.9,31.197
netflix,Movie,Comedy,5.9,31.197
netflix,Movie,Science Fiction,5.9,31.197
netflix,Movie,Adventure,5.9,31.197
netflix,Movie,Animation,5.9,31.197
netflix,Movie,Science Fiction,6.9,35.668
netflix,Movie,Animation,6.9,35.668
netflix,Movie,Action,6.9,35.668
hbo,Movie,Thriller,5.7,41.153999999999996
hbo,Movie,Science Fiction,5.7,41.153999999999996
hbo,Movie,Action,5.7,41.153999999999996
hbo,Movie,Adventure,5.7,41.153999999999996
netflix,Movie,Drama,4.6,16.137999999999998
netflix,Movie,Fantasy,4.6,16.137999999999998
netflix,Movie,Mystery,4.6,16.137999999999998
hbo,Movie,Documentary,5.85,1.4
amazon,Movie,Science Fiction,6.0,0.875
amazon,Movie,Comedy,6.0,0.875
amazon,Movie,Drama,6.0,0.875
netflix,Movie,Drama,7.9,25.749000000000002
netflix,Movie,War,7.9,25.749000000000002
netflix,Movie,Action,7.9,25.749000000000002
amazon,Movie,Horror,5.9,43.144
amazon,Movie,Horror,4.6,13.539000000000001
amazon,Movie,Mystery,4.6,13.539000000000001
amazon,Movie,Horror,4.2,7.627999999999999
amazon,Movie,Thriller,4.2,7.627999999999999
netflix,Movie,Action,4.6,5.252000000000001
netflix,Movie,Crime,4.6,5.252000000000001
netflix,Movie,Thriller,4.6,5.252000000000001
hulu,Movie,Comedy,5.6,1.062
netflix,Movie,Documentary,6.25,2.513
netflix,Movie,Comedy,5.65,11.993
netflix,Movie,Romance,5.65,11.993
netflix,Movie,Drama,7.300000000000001,8.667
netflix,Movie,Music,7.300000000000001,8.667
netflix,Movie,History,7.300000000000001,8.667
netflix,Movie,TV Movie,7.300000000000001,8.667
hulu,Movie,Family,5.25,11.837
hulu,Movie,Animation,5.25,11.837
hulu,Movie,Comedy,5.25,11.837
hulu,Movie,Adventure,5.25,11.837
hulu,Movie,Horror,3.2,2.444
hulu,Movie,Comedy,3.2,2.444
amazon,Movie,Crime,6.9,4.569
amazon,Movie,Romance,6.9,4.569
amazon,Movie,Drama,6.9,4.569
hulu,Movie,Romance,6.85,11.347999999999999
hulu,Movie,Comedy,6.85,11.347999999999999
hulu,Movie,Drama,6.85,11.347999999999999
disney,Movie,Animation,6.4,3.657
disney,Movie,Family,6.4,3.657
disney,Movie,Animation,7.45,6.4
disney,Movie,Comedy,7.45,6.4
disney,Movie,Family,7.45,6.4
disney,Movie,Animation,6.35,3.955
disney,Movie,Animation,6.55,4.687
disney,Movie,Animation,6.199999999999999,4.276
disney,Movie,Comedy,6.199999999999999,4.276
disney,Movie,Family,6.199999999999999,4.276
disney,Movie,Animation,6.8,3.747
netflix,Movie,Action,5.0,0.879
netflix,Movie,Crime,5.0,0.879
disney,Movie,Adventure,6.85,46.902
disney,Movie,Animation,6.85,46.902
disney,Movie,Family,6.85,46.902
disney,Movie,Romance,6.85,46.902
disney,Movie,Family,5.15,48.826
disney,Movie,Adventure,5.15,48.826
disney,Movie,Animation,5.15,48.826
disney,Movie,Romance,5.15,48.826
amazon,Movie,Action,2.15,0.8190000000000001
netflix,Movie,Animation,5.2,3.446
netflix,Movie,Family,5.2,3.446
amazon,Movie,Animation,5.1,2.7039999999999997
amazon,Movie,Adventure,5.1,2.7039999999999997
amazon,Movie,Action,4.300000000000001,1.2429999999999999
amazon,Movie,Comedy,4.300000000000001,1.2429999999999999
amazon,Movie,Romance,4.300000000000001,1.2429999999999999
amazon,Movie,Comedy,6.1,1.875
hbo,Movie,Crime,7.15,11.562999999999999
netflix,Movie,Action,5.9,17.899
netflix,Movie,Thriller,5.9,17.899
amazon,Movie,Thriller,4.6,15.870999999999999
amazon,Movie,Crime,4.6,15.870999999999999
hbo,Movie,Action,6.8,106.137
hbo,Movie,Adventure,6.8,106.137
hbo,Movie,Fantasy,6.8,106.137
hulu,Movie,Family,6.3,60.54600000000001
hulu,Movie,Adventure,6.3,60.54600000000001
hulu,Movie,Animation,6.3,60.54600000000001
hulu,Movie,Fantasy,6.3,60.54600000000001
hulu,Movie,Science Fiction,6.3,60.54600000000001
hulu,Movie,Animation,6.0,21.953000000000003
hulu,Movie,Family,6.0,21.953000000000003
hulu,Movie,Adventure,6.0,21.953000000000003
hulu,Movie,Action,6.0,21.953000000000003
hulu,Movie,Comedy,6.0,21.953000000000003
hulu,Movie,Drama,6.0,21.953000000000003
hulu,Movie,Family,6.35,63.036
hulu,Movie,Adventure,6.35,63.036
hulu,Movie,Animation,6.35,63.036
hulu,Movie,Action,6.35,63.036
hulu,Movie,Fantasy,6.35,63.036
netflix,Movie,Family,6.65,116.37200000000001
netflix,Movie,Animation,6.65,116.37200000000001
netflix,Movie,Adventure,6.65,116.37200000000001
netflix,Movie,Fantasy,6.65,116.37200000000001
netflix,Movie,Animation,6.65,52.313
netflix,Movie,Family,6.65,52.313
netflix,Movie,Adventure,6.65,52.313
netflix,Movie,Fantasy,6.65,52.313
netflix,Movie,Animation,6.2,144.84
netflix,Movie,Adventure,6.2,144.84
netflix,Movie,Fantasy,6.2,144.84
netflix,Movie,Action,6.2,144.84
netflix,Movie,Family,6.2,144.84
netflix,Movie,Action,6.3,30.641
netflix,Movie,Crime,6.3,30.641
netflix,Movie,Drama,6.3,30.641
netflix,Movie,Horror,5.5,26.055999999999997
netflix,Movie,Thriller,5.5,26.055999999999997
netflix,Movie,Mystery,5.5,26.055999999999997
hbo,Movie,Comedy,6.65,47.687
hbo,Movie,Crime,6.65,47.687
hbo,Movie,Comedy,5.9,30.756
hbo,Movie,Crime,5.9,30.756
hbo,Movie,Comedy,5.550000000000001,29.184
hbo,Movie,Crime,5.550000000000001,29.184
hbo,Movie,Comedy,5.25,22.338
hbo,Movie,Crime,5.25,22.338
hbo,Movie,Comedy,4.9,22.553
hbo,Movie,Crime,4.9,22.553
hbo,Movie,Comedy,4.8,18.934
hbo,Movie,Crime,4.8,18.934
hbo,Movie,Comedy,4.05,18.114
hbo,Movie,Crime,4.05,18.114
hbo,Movie,Action,7.55,21.144000000000002
hbo,Movie,Crime,7.55,21.144000000000002
hbo,Movie,Thriller,7.55,21.144000000000002
amazon,Movie,Drama,6.199999999999999,2.679
amazon,Movie,Comedy,6.5,2.943
amazon,Movie,Drama,6.5,2.943
amazon,Movie,Family,6.5,2.943
disney,Movie,Family,7.25,8.89
disney,Movie,Adventure,7.25,8.89
disney,Movie,Drama,7.25,8.89
hbo,Movie,Adventure,7.25,25.718000000000004
hbo,Movie,Animation,7.25,25.718000000000004
hbo,Movie,Fantasy,7.25,25.718000000000004
netflix,Movie,Drama,6.199999999999999,3.1860000000000004
disney,Movie,Documentary,6.75,4.98
netflix,Movie,Comedy,6.25,14.234000000000002
netflix,Movie,Drama,6.25,14.234000000000002
amazon,Movie,Thriller,6.65,3.341
amazon,Movie,Drama,6.65,3.341
hulu,Movie,Action,5.75,4.091
hulu,Movie,Western,5.75,4.091
hbo,Movie,Animation,7.7,98.175
hbo,Movie,Fantasy,7.7,98.175
hbo,Movie,Family,7.7,98.175
disney,Movie,Animation,7.1,14.165
disney,Movie,Family,7.1,14.165
disney,Movie,Adventure,7.1,14.165
disney,Movie,Family,6.6,20.152
disney,Movie,Animation,6.6,20.152
disney,Movie,Comedy,6.6,20.152
disney,Movie,Fantasy,6.6,20.152
hulu,Movie,Horror,5.8,3.5839999999999996
hulu,Movie,TV Movie,5.8,3.5839999999999996
hulu,Movie,Comedy,5.8,3.5839999999999996
hulu,Movie,Horror,5.75,12.734000000000002
hulu,Movie,Thriller,5.75,12.734000000000002
hulu,Movie,TV Movie,5.75,12.734000000000002
amazon,Movie,Drama,2.85,0.841
amazon,Movie,Adventure,5.5,0.905
netflix,Movie,Music,3.1,1.521
netflix,Movie,Documentary,6.75,11.213
netflix,Movie,Action,5.35,17.487000000000002
netflix,Movie,Adventure,5.35,17.487000000000002
netflix,Movie,Comedy,5.35,17.487000000000002
netflix,Movie,Family,5.35,17.487000000000002
amazon,Movie,Horror,5.75,8.033999999999999
amazon,Movie,Thriller,5.75,8.033999999999999
netflix,Movie,Horror,5.75,8.033999999999999
