type,title,country,date_added,release_year,rating,duration,listed_in,description,service
TV Show,Suits,,,2019,NR,9,Drama,"Suits centers on a fast-paced Manhattan corporate law firm led by legendary lawyer Harvey Specter (Gabriel Macht), his intelligent but delicate partner, Louis Litt (Rick Hoffman), and secretary-turned-COO Donna Paulsen (Sarah Rafferty).",amazon
Movie,Suicide,,,2001,NC-17,84,"Action,Drama,Horror",A young couple film people committing suicide and broadcast the deaths on their up-and-coming website!,amazon
Movie,Sui Dhaaga - Made In India,,,2018,G,122,"Drama,International","""Sui Dhaaga - Made in India"" is a heart-warming story of pride and self-reliance. Through Mauji (Varun Dhawan) & his wife Mamta (Anushka Sharma), the film talks about the need of entrepreneurship as a tool for social & economic development of our artisans. Set in a small town in India, it is the journey of an honest man from a humble background,who pursues his passion, overcoming all odds",amazon
Movie,Sufiyum Sujatayum,,,2020,PG-13,123,"Drama,Romance",Dr. Rajeev (Jayasurya) and his wife SUJATA (Aditi rao hydari) come from Dubai to participate in the last rituals of Sujata's friend and ex love affair who was a Sufi. The events which happen when they land in the village forms the rest of the plot.,amazon
TV Show,Subaru Launch Control,,,2021,PG-13,3,"Documentary,Special Interest,Sports","Season 8 documents a year of upheaval and persistence including an all-new rally driver lineup with Travis Pastrana and Brandon Semenuk, a season delayed and shortened by COVID-19, and the return of rallycross ace Scott Speed after a season-ending back injury. The season concludes with a two-part miniseries covering the build of a one-off car for Subaru's return to the gymkhana franchise.",amazon
Movie,Student of the Year 2,India,,2019,PG-13,146,"Drama,International","Rohan (Tiger Shroff) is a student, athlete from a mediocre Pishorilal Chamandas College. He dreams of becoming the Student of the Year one day. His life takes a turn, when he gets accepted to St. Teresa College, encounters his rival Manav & has the beautiful Shreya and Mia who begin to fall for him. Their life gets tangled through competition, failure, manipulation and heartbreaks.",amazon
Movie,Striking Range,,,2006,R,96,"Action,Thriller","Ted Billings (Glenn Morshower) is a corrupt businessman in need of protection. His security chief, Emily (Yancy Butler), recommends her former lover Vash (Lou Diamond Phillips), an experienced mercenary with an arsenal of weapons he's itching to use.",amazon
TV Show,Streets of Compton,,,2016,PG-13,1,"Documentary,Special Interest","Streets of Compton, a three-part documentary film, features rapper The Gam as he revisits his hometown of Compton and explores its storied history with notable residents.",amazon
Movie,Street Dance,,,2013,PG-13,99,"Arts/Entertainment/Culture,Drama",A high-energy dance drama about a street dance crew and a group of Royal ballet dancers. The two groups form an unlikely alliance and created an exciting new form of modern dance.,amazon
Movie,Strategic Air Command,,,1955,G,114,"Action,Drama",Aviation and sports come together as a baseball player is recalled to Air Force duty.,amazon
Movie,Strange Wilderness,,,2008,R,85,"Action,Young Adult Audience","With the ratings dropping for a wilderness-themed television show, two animal fans go to the Andes Mountains in search of Bigfoot.comed",amazon
TV Show,Strange Empire Series,,,2015,PG-13,1,"Drama,Western","With most of their men gone, and those who remain battling for control, the women struggle to survive, to find their independence, and to build a life in which to thrive and raise families. As the stories of Janestown's citizens unfold we see the clash between a power-hungry father and son and the deep prejudices among races, but also the start of something akin to community in this Wild West.",amazon
Movie,Straight Shooter,,,1940,PG-13,48,Western,"Federal Agent ""Lightning"" Bill Carson (McCoy) is on the trail of a gang of outlaws who robbed a train carrying half a million dollars in government bonds, killing an agent in the process. Gang leader Brainard murders one of his men after he reveals where he hid the stolen bonds on a ranch up for auction. Carson goes undercover as rancher Sam Brown to fight Brainard for ownership of the ranch. With Tim McCoy advertised as one of the fastest guns in Hollywood in the late 1930's, there is plenty of fast gun fights and action scenes to highlight McCoys prowess with a gun.",amazon
Movie,Storytime with Mila and Morphle,,,2019,G,38,"Animation,Kids","In this compilation of My Magic Pet Morphle, watch Morphle as he morphs into Mila, a big red truck, and a big red magical reindeer!",amazon
Movie,Storm Boy,,,2019,PG,99,"Drama,Faith and Spirituality,Kids","When Michael Kingley, a successful retired businessman starts to see images from his past that he can't explain, he's forced to remember his childhood and how, as a boy, he rescued and raised an extraordinary orphaned pelican, Mr Percival. Based on the classic Australian novel. Earned the coveted DOVE Seal of Approval.",amazon
TV Show,Storage Wars: Northern Treasures,,,2014,PG-13,1,Unscripted,"At storage auctions in Canada, high-stakes buyers convene daily, bidding against one another on repossessed and forgotten storage units. Following four teams of bidders looking to score big, Storage Wars Canada is a modern-day treasure hunt. Armed with a flashlight, an expert eye and a unique instinct, bidders use their combined knowledge, expertise and wit to outbid one another and score big.",amazon
Movie,Stop Making Sense,,,1984,G,88,"Documentary,Music Videos and Concerts",Stop Making Sense is director Jonathan Demme's remarkable concert film that captures the enormous energy and joyous highs of the Talking Heads live performance.,amazon
Movie,Stitches,,,2012,R,86,"Comedy,Horror","In this deliriously twisted slasher comedy, vile and foul-mouthed hired clown Stitches meets an untimely end thanks to a party prank gone horribly - and hilariously - awry. Years later, he returns from the grave, ready for revenge...",amazon
Movie,Still Today,,,2020,,82,Comedy,"After being left at the altar, Pete's groomsman give him a wedding gift he'll never forget. An escort. Maybe it's the Lunar Eclipse, maybe it's fate, but after a magical night in the city maybe this girl is what Pete needed all along.",amazon
Movie,Still Mine,,,2013,PG-13,103,"Arthouse,Drama","James Cromwell gives a tour de force performance in 'Still Mine,' a deeply moving love story about a couple in their twilight years. When Craig sets out to build a more suitable house for his ailing wife Irene, he is blindsided by the bureaucratic codes and officials. As Irene becomes increasingly ill, Craig takes a final stance against all odds to finish the house, in a truly inspirational story.",amazon
Movie,Sticky Fingers,,,1988,PG-13,85,Comedy,"This comedic fable is about two broke musicians, Lolly and Hattie on the run from the Chinese Mafia because of a bag of drug money left in their apartment. They start to borrow the money to replace their stolen instruments and pay their rent.",amazon
Movie,Stick Man,United Kingdom,,2015,G,27,"Adventure,Animation,Kids","A half-hour animation based on the much-loved children's picture book by Julia Donaldson and Axel Scheffler. Stick Man tells the tale of a happy-go-lucky father's epic adventure across the seasons as he runs from a playful dog, gets thrown in a river, escapes from a swan's nest and even ends up on top of a fire. Will he get back to his family in time for Christmas?",amazon
TV Show,Steven Seagal Lawman,,,2010,PG-13,2,"Documentary,Special Interest","Steven Seagal doesn't come to the rescue in just his movies. ""Steven Seagal: Lawman"" follows the action star and real-life sheriff's deputy as he and his team respond to crimes in progress in Jefferson Parish, Louisiana.",amazon
Movie,Steve Treviño: My Life In Quarantine,,,2020,NC-17,72,Arts/Entertainment/Culture,"Steve Treviño's new comedy special is about his life in quarantine. On September 12th, Steve Trevino performed this once in a lifetime show outdoors, in-front of a masked, socially distanced audience. Plus stick around after the special for the live taping of Steve's hit podcast ""Steve Treviño & Captain Evil: The Podcast.",amazon
Movie,Steve Hofstetter: Ginger Kid,,,2015,G,65,"Arts/Entertainment/Culture,Documentary","Recorded live at the historic Chinese Theatre in Hollywood, Ginger Kid is Steve Hofstetter's 6th album. A dark and honest look at subjects ranging from growing up with red hair to population control, this hour-long special is Hofstetter's best yet.",amazon
Movie,Steve Byrne: The Byrne Identity,,,2010,NC-17,73,"Arts/Entertainment/Culture,Comedy,Special Interest",Steve Byrne has established himself as one of the premier stand-up comedians of his generation.,amazon
TV Show,Stephen Fry: Gadget Man,,,2012,PG-13,1,"Documentary,Special Interest,Unscripted","Writer, comedian and TV icon Stephen Fry demonstrates wonderful new innovations designed to make our lives just a bit easier in this tech-driven reality talk show.",amazon
Movie,Stepfather 2,,,1989,R,84,"Horror,Thriller","After escaping the insane asylum in which he was incarcerated, the Stepfather impersonates a marriage counselor and manages to win over a patient and her young son.",amazon
Movie,Step On It,,,1935,PG-13,56,"Action,Drama","Motorcycle cop Larry Evans (Richard Talmadge) is fired from the force unfairly after arresting a speeding heiress. He attempts to solve a string of truck hijackings in order to clear his name and return to the force, but faces many obstacles and a great deal of danger.",amazon
Movie,Stella Dallas (1937),,,1937,PG-13,106,"Drama,Romance",A working-class woman is willing to do whatever it takes to give her daughter a socially promising future.,amazon
Movie,Steep,,,2007,PG-13,90,"Documentary,Sports","The world's best skiers go beyond their wildest dreams to conquer the steepest runs ever faced. Fantastically beautiful images, along with devastating avalanches and fatal spills only serve to push them harder - higher – and faster.",amazon
Movie,Stealing Paradise,,,2012,,89,"Drama,Thriller","Amanda, a brilliant engineer, is enraged when her breakthrough design is stolen and patented by her colleague Brendan. When he is found murdered, Amanda is the prime suspect and soon finds she is not only fighting for her design - but for her life - as someone out there is determined to silence her protest for good.",amazon
TV Show,Star Trek: Voyager,,,2001,PG,7,"Drama,Science Fiction,Special Interest","In Season 7, Janeway leads the crew through a fierce fight against the Borg drones; delves into political infighting; wrestles her way out of a void; and, finally, makes her way back home.",amazon
TV Show,Star Trek: The Next Generation,,,1994,NR,7,"Drama,Science Fiction,Special Interest","The seventh and final season of this beloved sci-fi series begins with Data (Brent Spiner) experiencing negative emotions such as anger, while his lookalike ""brother,"" Lore, leads a dangerous, independent faction of Borg to destroy all organic life.",amazon
TV Show,Star Trek: Enterprise,,,2005,PG,4,Science Fiction,"Led by Capt. Jonathan Archer (Scott Bakula), the crew of the USS Enterprise rides high once more, hurtling through time and space in search of its ultimate destiny.",amazon
TV Show,Star Trek: Deep Space Nine,,,1999,PG,7,"Drama,Science Fiction,Special Interest",The mixed Deep Space Nine crew of Federation and Bajoran officers winds up the seventh and final season of the show with suspenseful episodes that try to pull together all the plot threads (or at least the biggest ones).,amazon
TV Show,Star Trek:  The Original Series,,,1969,PG,3,"Action,Adventure,Science Fiction",The year is 2268. It's not going to be a good year for Captain James T. Kirk.,amazon
TV Show,Star Trek Original (Remastered),,,1969,PG,3,Science Fiction,"In the final season of this groundbreaking sci-fi series, Kirk tries to track down Spock's (Leonard Nimoy) stolen brain, reenacts the shootout at the O.K. Corral and gets trapped between dimensions.",amazon
Movie,"Stallone: Frank, That Is",,,2021,G,73,Documentary,"An inside look into the fascinating life, career and survival of the most unknown famous entertainer in Hollywood. Frank Stallone has seen and done it all. But, who is Frank Stallone? You know the name, now discover the Grammy and Golden Globe nominated singer, songwriter, musician and actor who has been entertaining audiences for over fifty years, all the while living in a giant shadow.",amazon
Movie,Stalked By My Doctor,,,2015,,88,"Drama,Thriller","Sophie has a bright future ahead, but when a terrible accident threatens to derail everything she's worked for, the renowned Dr. Albert Beck is able to save her life. As Sophie recovers, Dr. Beck develops a strange obsession over Sophie and kidnaps her. With time running out, it is now up to Sophie to escape from the maniacal Dr. Beck.",amazon
Movie,Stained Glass Windows,,,2010,R,88,Drama,"After suffering abuse from her boyfriend and bullying at school, goth girl Cherry (Emelie O'Hara) turns to martial arts to create a new life for herself. As she becomes stronger in body and spirit, she finds herself drawn to a new kind of life. Cherry begins to rid herself of her unhealthy relationships and comes to terms with her nascent homosexuality.",amazon
Movie,Stained,,,2011,R,91,Thriller,"Isabelle struggles to hold her loveless existence, and her sanity together as loneliness continue to mount. When her former lover"" James"" suddenly appear in her shop, she decides to chance another romantic relationship. As the twists and turns of Isabelle's present reveal and resurrect her history, paranoia sets in. To whom does Isabelle's romance pose the greatest threat?",amazon
Movie,Stagecoach - The Original John Wayne Classic,United States,,1939,G,96,"Adventure,Drama,Western","A stagecoach sets off across the untamed wilderness carrying a mixed assortment of characters whose journey is complicated by an Apache raiding party. Directed by John Ford, the original 1939 Stagecoach has long been recognized as one of the most influential films ever made & transcends the Western genre. Winner of 2 Academy Awards & 5 Nominations, it features John Wayne in his breakthrough role!",amazon
Movie,Stage Door Canteen,,,1943,PG-13,135,"Arts/Entertainment/Culture,Comedy,Military and War","A war time romance bloomes in WWII between canteen hostess Eileen and visiting soldier Dakota at New York's famous Stage Door Canteen. Their story provides the backdrop for showing the greatest film, stage, comedy, and musical actors of the day performing multiple plays, acts, and musical numbers, or serving drinks and food to U.S. servicemen at this famous non-profit establishment. See the likes of Katherine Hepburn, Helen Hayes, Kenny Baker, Ralph Bellamy, Charlie McCarthy, Ray Bolger, Tallulah Bankhead, Jean Hersholt, Gypsy Rose Lee, Harpo Marx, Johnny Weissmuller, and many more in this star-studded production. At the time, profits for this film were entirely donated to various wartime fundraising efforts.",amazon
Movie,Springtime in the Sierras,,,1947,PG,53,Western,"A criminal gang, headed by female ringleader Jean Loring (Bachelor), runs a racket where they slaughter game out of season and sell the meat on the black market. Roy becomes involved when his best friend, a game warden, is murdered by Loring's main henchman Matt Wilkes (Barcroft). In his investigation, Roy manages to find the freezer where the meat is kept, just as Wilkes finds him. A famous fight between the two ensues in the freezer, with the good camerawork highlighting the cramped spaced used for the fight. Roy of course wins, and manages to bring the members of the gang to justice. There are many songs sung in this picture by Roy Rogers, his sweetheart Jane Frazee, and Andy Devine.",amazon
Movie,Spring 1941,,,2007,R,100,Drama,"Dr. Artur Planck and his family are seeking shelter from Germans storming Poland. They find a safe house in the farm of Emilia. Amidst the horrors of the war that surround them, an impossible love triangle erupts as Emelia uncontrollably falls in love with Artur. Such a fragile arrangement is sustained by love - or is it just the will to survive?",amazon
Movie,Spooks Run Wild,,,1941,PG,71,"Comedy,Horror","The East Side Kids are sent to a mountain camp. Stranded in a small rural town, they hear about a ""monster killer"" roaming the countryside. At night, they sneak out. Peewee is shot by a grave-digger, and they are forced to seek aid at an old mansion. The owner of the mansion (Lugosi), insists that the boys spend the night. After seeing PeeWee walk around the house in a trance, the boys decide that the man turned him into a zombie. They gang up on him and tie him up. The nurse at the boys camp (Dorothy Short) sets out to find the missing boys with Von Grosch (Dennis Moore), who has come to rid the town of the killer- or has he?",amazon
TV Show,SpongeBob SquarePants,,,2009,PG,6,Kids,"Who lives in a pineapple under the sea? SpongeBob SquarePants! Follow the adventures of this enthusiastic, optimistic sponge whose good intentions inevitably lead him and his friends into trouble.",amazon
TV Show,SpongeBob DocuPants,,,2020,PG,1,"Drama,Kids","Imagine classic SpongeBob moments being told through the lens of documentary shows like E! True Hollywood Stories, Dateline, Behind the Music etc. Each episode takes an overly dramatic look into classic SpongeBob storylines.",amazon
Movie,Spirit Rider,,,1993,PG-13,96,"Drama,Kids","Jesse is a sullen, alieniated 16-year-old who has been shuttled from one foster home to another since he was a child. He is eventually repatriated to his family's reservation and left in the care of his grandfather. Gradually Jesse adjusts to his new life, finding happiness, love and family secrets. Film Advisory Board - Award of Excellence",amazon
Movie,Spiral,,,2017,PG-13,78,Special Interest,"SPIRAL is the story of how a cycle of fear, hatred, and violence has taken hold. In portraying the resurgence of anti-Semitism in France and in the wider world, the film trains its gaze on individuals, witnesses on all sides of the conflicts that have fueled this escalation.",amazon
TV Show,Spies of Warsaw,,,2013,PG-13,1,Drama,"David Tennant and Janet Montgomery star in this adaptation of Alan Furst's celebrated spy novel set in Poland, Paris and Berlin in the years leading up to the Second World War. At the French embassy in Warsaw, the new military attaché, Colonel Jean-Francois Mercier, is drawn into a world of abduction, betrayal and intrigue in the diplomatic salons and back alleys of the city.",amazon
TV Show,Speed Dreams - The Fastest Place on Earth,,,2013,PG-13,1,"Documentary,Sports","Follow a group of daredevil amateur drivers as they prepare to enter the legendary land speed record-breaking event on the famous Bonneville Speedway. This documentary shows how, from garden sheds and garages across Britain to the spectacular salt flats of Utah, the seduction of speed is addictive. But what makes them risk life and limb for just one shot at glory?",amazon
Movie,Special Forces,,,2013,R,109,"Action,Drama",A French journalist in Afghanistan is kidnapped by the Taliban.,amazon
TV Show,Soviet Storm: World War II in the East,,,2011,PG-13,2,Documentary,"The project ""Soviet Storm: WW2 in the East"" depicts the most important events and battles of World War II. The task of the project is to illustrate the history of the war by means of computer graphics, motion-picture images and wartime images.",amazon
Movie,Southward Ho!,,,1939,PG-13,53,Western,"In the first western to team Rogers with sidekick Gabby Hayes, Roy and Gabby play veterans of the Confederate Army who inherit half-ownership of a Texas ranch. Union Colonel Denbigh (Boteler), who owns the other half of the ranch and has a poor past relationship with Roy and Gabby, is appointed military governor of the district. A new police squadron just transferred to the district to help with ""The Reconstruction"" is discovered to be made up entirely of outlaws masquerading as policemen, who rob the surrounding ranches in disguise. The criminals murder the Colonel, and it is up to Roy and Gabby to restore peace and lawfullness back to the territory. Roy even finds the time to romance the Colonel's daughter, Ellen (Hart), and sing a couple of songs.",amazon
Movie,Soul to Keep,,,2019,R,94,"Drama,Horror","Beelzebub, an ancient demon hellbent on consuming and possessing souls, preys on Millennials at a rundown country house. With an agenda that spans thousands of years to bring Hell to Earth, this Prince of Hell has finally arrived.",amazon
Movie,Soothing Waterfalls with Music,,,2019,,60,"Documentary,Special Interest",Sharecare Windows presents the beauty of the great outdoors inside. Relax with beautiful waterfalls from around the world. This original collection showcases the inspirational beauty of nature accompanied by original music scores created exclusively for Sharecare Windows by Mary Kay Kayaltizer.,amazon
Movie,Soothing Surf at Del Norte for Sleep black screen,,,2018,G,601,Special Interest,"Black screen reduces the blue-spectrum light waves-known to inhibit REM sleep. Awaken rested and refreshed. Accompanied by the relaxing ocean surf and natural sounds filmed on location in the remote Centerville Beach near the California Redwoods. Great for children, pets and anyone with sleep issues. For best results adjust your monitor or TV to the night or darkest screen setting.",amazon
Movie,Soothing Surf at Carmel Beach for Sleep,,,2017,G,480,Special Interest,"8 hours for a full night's sleep. Let the rolling surf of the Pacific lull you to a deep slumber. Recorded on location at Carmel by The Sea, this ultra-dark sleep video helps reduce the blue-spectrum light emitted by your tv screen. This helps enhance deep REM sleep. All Sleepwell programs are included in your Prime membership.",amazon
Movie,Soothing Sights and Sounds for Kids,,,2012,G,60,Special Interest,"A relaxing and engaging video for children of all ages. Families can relax to sights including the Chinese Ice Festival, desert windmills, lighthouses, butterflies and flowers, Venice gondolas, swimming with fish and other relaxing sights from around the world.",amazon
Movie,Sonu Ke Titu Ki Sweety,India,,2018,PG-13,138,"Comedy,International","Sonu and Titu are childhood friends. Titu has always been a naive lover, who falls in love easily and Sonu has always had to step in to save him. But Sweety is the perfect bride and Titu is head over heels in love with her. Sonu's instinct to protect Titu at whatever cost, makes him feel that she's too good to be true.",amazon
TV Show,Sons of the Soil : Jaipur Pink Panthers,India,,2020,PG-13,1,"Documentary,Drama,Sports","As Kabaddi’s popularity explodes across India with the rise of Pro Kabaddi League, Bollywood actor Abhishek Bachchan who owns the PKL team - Jaipur Pink Panthers is determined to go for the winning title after 6 seasons of not being able to make a mark in the league. He gambles on a talented but young and inexperienced group of players in his quest to win season 7 of Kabaddi's biggest competition.",amazon
TV Show,Sonic X,,,2005,PG,3,"Animation,Anime,Kids","Sonic, his friends, and the evil Dr. Eggman are sucked into a warp! They find themselves in the human world where Sonic finds a new friend, a young boy named Chris. Sonic speeds through battles with Eggman, trying to retrieve all of the Chaos Emeralds so that everyone can go back home!",amazon
Movie,Song One,United States,,2015,PG-13,88,"Arthouse,Arts/Entertainment/Culture,Drama","Oscar winner Anne Hathaway stars as Franny in this romance set in Brooklyn's indie music scene. After her brother is in an accident, Franny returns home only to fall in love with her brother's musical idol.",amazon
Movie,Song of the Cloud Forest,,,1989,,24,"Fantasy,Kids","Jim Henson's ""Song of the Cloud Forest"" features a vibrant blend of music, puppetry and animation in a unique celebration of the rain forests.",amazon
Movie,Song of Texas,,,1943,PG-13,53,Western,"Former rodeo star Roy Rogers decides to help his old friend, ex-rodeo champ Sam Bennett (Shannon), when he discovers that Sam bragged to his East Coast daughter Sue (Ryan) that he actually owns Roy's prosperous and large ranch, wanting to impress her. When Sue arrives, she sees Roy working for an apparently wealthy and prosperous Sam. But trouble brews on the horizon when crooked rodeo owner Jim Calvert (MacLane) learns of the subterfuge, and decides to exploit it to his own gain.",amazon
Movie,Song Of Texas,,,1943,G,53,Action,"Roy ""loans"" his ranch to a ranch-hand - a former rodeo champion, now a reformed alcoholic - to help him impress his daughter. However, Roy is stymied when she sells half to a foe. To get back his property, Roy must win a chuck-w",amazon
Movie,Song Of Arizona,,,1946,PG,60,"Arts/Entertainment/Culture,Drama,Western","Gabby Whittaker (Hayes) runs an Arizona ranch for homeless and wayward boys that is in financial trouble. One of the boys, Chip Blaine (Cook), is the son of notorious bank robber King Blaine (Talbot). When Chip hears that his father has been killed, he decides to dig up the cache of stolen money his father gave him to hide, wanting to use it to help pay off Gabby's mortgage. However, his father's gang wants the money and rides in to take it. The Sons of the Pioneers assist Roy and Gabby to fight the outlaws. Chip learns that using stolen money is never a good thing to do.",amazon
Movie,Son of the Navy,,,1940,NC-17,71,"Comedy,Drama","Steve Moore (Dunn) is trying to get back to his base at San Pedro when he meets orphan boy Tommy (Spellman) and his dog, who is looking for a mother and father to adopt him. Steve decides to pretend that Tommy is his son so that it will be easier to get a ride. However, Tommy likes the idea a little too much and decides Steve will be his permanent father. Steve then decides that Tommy is too troublesome, and tries to get rid of him several times, but eventually comes to care for Tommy, and comes to the decision to legally adopt the boy. Soon they meet a pretty lady (Parker), and both father and son do all they can to woo her and complete their little family.",amazon
Movie,Son of Monte Cristo,,,1940,PG-13,96,"Action,Adventure","Coming to the rescue of a 19th-century duchess, the son of Edmond Dantes succeeds in overthrowing a dictatorship in this swashbuckling adventure.",amazon
Movie,Sometimes Always Never,,,2020,PG-13,91,"Comedy,Drama,Thriller","After his son Michael left over a game of Scrabble, Alan and his family barely spoke to each other. But when a mysterious online player emerges who might be their prodigal son, Alan must find the right words before he loses everything.",amazon
Movie,Something To Sing About,,,1937,PG-13,88,"Arts/Entertainment/Culture,Drama","A New York bandleader journeys to Hollywood when he is offered a contract with a studio, but he is determined to do things his way and not theirs.",amazon
Movie,Something from Nothing: The Art of Rap,,,2012,R,111,"Documentary,Music Videos and Concerts",A documentary on rap music and its rise to global prominence,amazon
Movie,Someone Still Loves You Boris Yeltsin,,,2008,NR,42,Music Videos and Concerts,"Baeble goes bowling with Boris in Asbury Park, NJ.",amazon
TV Show,Some Assembly Required,,,2016,G,1,"Animation,Comedy",A 14 year-old takes ownership of a toy company and hires a group of his friends to help him create amazing new toys.,amazon
Movie,Soldier of Night,,,1986,R,90,Drama,"Terror ends a romance for a beautiful woman when she discovers the true nature of her boyfriend's nocturnal excursions. Rejected by the army, the boy carries out his own personal vendetta against a society that sees him unfit to serve.",amazon
Movie,Solar Flare,,,2020,PG-13,101,"Kids,Science Fiction","12-year-old dreamer Vlad accidentally gets caught in a conflict between two alien forces. Together with an electric transformer box The Bobot, a brave girl and an eccentric scientist he has to save the world from a global catastrophe.",amazon
Movie,Sofia,,,1948,PG,83,"Action,Thriller","In this Cold-War thriller Steve Roark (Gene Raymond) helps nuclear scientists in their desperate attempt to escape the ruthless Russian Communist agents who are chasing after them. Roark is a former OSS man assigned to rescue two atomic scientists from Russia and spirit them away from the Iron Curtin. Steve is shocked to discover that one of the scientists is his former lover Linda Carlsen (Sigrid Gurie). In the meantime, sexy cabaret singer-turned-spy Magda Onescu (Patricia Morison) acts as a double agent for both the Allies and the Communists, hoping to be gain double profits by giving vital information to both sides.",amazon
Movie,Social Animals,,,2018,R,83,Comedy,"This honest, uncompromising comedy chronicles the war stories and sexual misadventures of a tight circle of lovers and friends fighting to get their acts together, for better or worse.",amazon
Movie,Soapdish,United States,,1991,PG-13,96,Comedy,"The cast and crew of The Sun Also Sets, America's hottest soap opera have on-screen drama and off-screen craziness with enough dirty laundry to keep everyone in hot water in this unadulterated comedy.",amazon
Movie,So Undercover,,,2012,PG-13,94,"Action,Comedy","A tough, street-smart private eye is hired by the FBI to go undercover in a college sorority.",amazon
Movie,Snowden,,,2007,NR,36,Music Videos and Concerts,"The Atlanta-based quintet, Snowden, visits New York with a batch of Morrisey-influenced songs in tow.",amazon
Movie,Snowcat - Truck Tunes for Kids,,,2016,,4,Kids,"Truck Tunes is a series of children's videos with awesome original songs about awesome trucks, featuring actual footage of the trucks in action. Snowcat! ""With his special skills, he goes grooming all the hills. He's a Snowcat, oh! Working through the night, sculpting, shaping powder right. He's a Snowcat, oh!""",amazon
Movie,Snowbound for Christmas,,,2019,,84,"Comedy,Romance","Rachel is excited about her new job as a marketing exec at a real estate development firm. Eager to impress Adrian, her boss, Rachel lands a spot on a big project. Before the presentation, a snowstorm traps her and Adrian at a resort where they realize there is more to their relationship than just business.",amazon
Movie,Snow Day,,,2000,PG,89,"Adventure,Comedy,Kids","An unexpected overnight snowfall has made roads impassable. And that means a no-school, no-rules snow day! For fifteen year- old Hal (Mark Webber), it's a chance to win the heart of popular Claire (Emmanuelle Chriqui) - or totally embarrass himself.",amazon
TV Show,Snobs,,,2003,R,1,"Comedy,Drama,Young Adult Audience","Three unlikely friends - Abby, the daughter of a wealthy, middle class traditional family; Marian, a boy from a group of modern-day nomads knows as Ferals; and Marians almost human dog, Snobs. The series is set in the picture postcard community of Tranquil Waters on Sydneys northern beaches.",amazon
TV Show,SNG: Don't Come Last,,,2017,NR,1,Comedy,"Karan hosts this episode and makes Varun, Aadar and Kautuk go through three rounds of whacked out games. Watch this episode to find out which of these idiots comes last and the shocking punishment that follows!",amazon
TV Show,Sneaky Pete,United States,,2019,NC-17,3,Drama,Who is Marius Josipovic? Marius himself would like to know. He's feeling a pull toward the Bernhardt family. But he's not part of the family. He's a con-man. The chance to become more like a normal human being is enticing. It also scares him to death. This season all the members of the Sneaky Pete family explore their identity. It’s a dangerous journey. They could lose themselves or their lives.,amazon
Movie,Snapshots,,,2018,,95,"Drama,LGBTQ+",One weekend at the lake. Three women and three secrets. Rose's past collides with her granddaughter's hidden future and her daughter's angry present. What happens that summer in 1960 when Louise and Zee enter the lives of Rose and Joe Muller? With a found roll of film the story begins.,amazon
Movie,Snake Eater 3: His Law,,,1992,NC-17,92,Action,"Soldier Kelly is hired by a family to bring redemption to their daughter following her brutalization at the hands of a gang of biker thugs. With the police unable to do anything, Soldier works outside the law to bring justice to those who demand it.",amazon
Movie,Smile Please,India,,2019,PG-13,132,"Drama,International","Nandini Joshi, once an extremely successful photographer, has fallen prey to dementia. Her already unstable relationship with her daughter Nupur, who stays with Nandini’s ex-husband Shishir, has deteriorated over the years. When Viraj, a young graphic designer arrives on the scene, he is determined to mend the situation and help Nandini rediscover a sense of meaning in her life.",amazon
Movie,Smash Up: Story Of A Woman,,,1947,PG-13,104,Drama,"A nightclub singer, beset by emotional problems, seeks refuge in alcohol which drives away her husband and child.",amazon
Movie,Small Soldiers,,,1998,PG-13,110,"Action,Science Fiction","When missile technology is used to enhance toy action figures, the toys soon begin to take their battle programming too seriously.",amazon
TV Show,Small Axe,,,2020,R,1,Drama,"Small Axe is a collection of five original films by Steve McQueen set from the late 1960s to the mid 1980s that tell personal stories from London's West Indian community, whose lives have been shaped by their own force of will despite rampant racism and discrimination. New film every Friday from Nov 20-Dec18.",amazon
TV Show,Slopestyle TV,,,2014,G,2,"Special Interest,Sports","Slopestyle TV is the skiing and snowboarding mountain destination travel series featuring some of the world's finest alpine riders and resorts. Every episode travel to a new mountain destination and push the limits of powder and terrain park riding while exploring the region's history, local culture and exciting night life.",amazon
Movie,Slipstream,,,2005,NC-17,87,"Fantasy,Science Fiction","Sci-fi drama. A scientist who has managed to create a time travelling device accidentally interrupts a bank robbery while experimenting with his invention. Now he must go back in time again to prevent the heist, and his own death.",amazon
Movie,Sleepytime Gorilla Museum,,,2011,NR,55,Comedy,Experimental rockers Sleepytime Gorilla Museum mix hard rock with performance art at NYC's the Bowery Ballroom.,amazon
Movie,Sleepwalker,United States,,2017,NC-17,88,"Drama,Thriller","Troubled by bouts of sleepwalking and nightmares, graduate student Sarah Foster goes to her university's sleep research center for help. When she wakes up after her first night of being monitored, the world she lives in seems to have changed in subtle, Twilight-Zone-esque ways. With the help of sleep researcher Scott White, she tries to work her way back to the reality she started in.",amazon
Movie,"Slate, Wyn & Me",,,1987,R,90,Action,"Meandering drama of brothers Burke and Sacks, who rob a bank, kill a cop and kidnap Thornton, a witness to their crime.",amazon
Movie,Slappy and the Stinkers,,,1998,PG-13,78,"Comedy,Kids","Five 2nd-grade kids who don't follow strict rules by their school principal Brinway are dubbed ""Stinkers"" by him. On the class visit to an aquarium the Stinkers decide that a sea lion called Slappy doesn't feel too good there, ""free"" him, and plant him into Brinway's hot-tub.",amazon
