type,title,country,date_added,release_year,rating,duration,listed_in,description,service
Movie,Mothertime,,,1997,NC-17,87,"Comedy,Drama","When her mother, Caroline, returns home drunk again on Christmas Eve, Vanessa takes action to avoid yet another disastrous Christmas. She locks her mother in the sauna to dry out. Suddenly it looks like Vanessa is going to have the mother she's always wanted. But by now, her father has plans of his own. He wants custody. Can mother and daughter save the day?",amazon
Movie,Mother And Child,,,2010,R,127,"Drama,Romance","From writer-director Rodrigo Garcia (TV'S ""Big Love"", ""Nine Lives"") and executive producer Alejandro Gonzalez Inarritu (""Babel"") comes the moving story of three women and the power of the unbreakable bond between mother and child. Starring Annette Bening, Naomi Watts and Kerry Washington.",amazon
Movie,Money,,,2010,NC-17,96,Drama,"Nick Frost stars as John Self in this adaptation of Martin Amis's blackly comedic cult novel. Self, a successful director of commercials, quits his agency and travels to America. Thrust into the world of New York movie deals, shark agents and petulant actors, Self relies on his wits and luck to survive an increasingly degenerate lifestyle, but a mysterious danger lurks that he can't seem to shake.",amazon
Movie,Milgram and the Fastwalkers,,,2018,R,109,"Drama,Horror,Science Fiction","A world-class psychiatrist takes on a new patient who is experiencing strange dreams, and is reluctantly drawn into the dark world of aliens and UFOs.",amazon
Movie,Meat,,,1994,NC-17,84,"Drama,Romance,Thriller","Myra is a teenage prostitute. Charlie is a recently released young offender with a vivid sense of his own self-worth. Together they begin a tender affair amid the sleaze of London street life. Amid London's underworld, love story turns to thriller in a tale of vengeance and violence.",amazon
Movie,May 33rd,,,2004,NC-17,91,Drama,"Ella is trying to escape her 'family', a small group of relatives and so-called friends who have abused her since childhood. When she visits an osteopath to relieve physical trauma, he encourages her to break from the abusers who still control her, but Ella's struggle brings pain, torment and turmoil not only to her, but also to Edward and his family, as they are sucked into her nightmare world.",amazon
Movie,Maxwell,,,2007,R,88,Drama,David Suchet stars as media tycoon Robert Maxell in a dramatized account of how greed and ambition destroyed a man and led him to commit one of the world's biggest ever frauds.,amazon
Movie,Masala Chai,,,2020,G,62,"Kids,Special Interest","In the world's second-most populated country-characterized by centuries-old caste systems, more than 2000 ethnic groups, and large sects of all major religions-the one thing that seems to connect the diverse citizens of India is their constant need for piping hot masala chai.",amazon
Movie,Man and Boy,,,2002,R,103,Drama,"Adapted from the bestselling novel by Tony Parsons. Harry Silver has a beautiful wife and a perfect child. Hitting 30, he panics, and throws his marriage and life away in a moment of infidelity. Suddenly, Gina is gone, leaving Harry to bring up his five-year-old son alone. By turns funny, sharp, warm and sad, Harry's story leads him through a minefield of modern manners.",amazon
Movie,Little White Lies,,,1998,NC-17,110,"Drama,Horror,Thriller","A psychological thriller focusing on the relationship between two women. When Beth's husband is suddenly killed, she turns to her neighbors, Oliver and Julie, for comfort. A frightening cycle of menace and murder is unleashed as the truth about David and his relationship with his wife and neighbors is revealed.",amazon
Movie,Le Bal des folles,,,2021,NC-17,122,Drama,"Eugenie has a unique gift: she hears and sees the dead. When her family discovers her secret, at the end of the 19th century, she is taken by her father and brother to the neurological clinic at La Pitié Salpêtrière with no possibility of escaping her fate. Her destiny becomes entwined with that of Geneviève, a nurse at the hospital.",amazon
Movie,Last Resort,,,2002,R,74,"Drama,Romance","Tanya, young and naïve, leaves Moscow with her street-wise 10-year-old son Artiom to meet her English fiancé. But after he fails to turn up at the airport, Tanya and her son find themselves virtually imprisoned in a dead-end seaside resort where all refugees are forced to live. Desperate to escape their nightmarish world, Tanya forges an unusual alliance with amusement arcade manager Alfie.",amazon
Movie,Kiss My Act,,,2001,PG-13,90,"Comedy,Drama,Romance","A modern retelling of the Cyrano de Bergerac story among stand-up comics, with a bartender helping her much better-looking friend seem smart.",amazon
Movie,Kick of Death,,,1997,PG-13,94,Action,"Shane is a rising star in Hong Kong's underworld kickboxing rings... until he wins a fight he was supposed to lose. Framed for murder, Shane escapes to America. There, a chance encounter with a professional hitman in the Nevada desert ends with Shane taking the man's identity and his life. Shane finds that the violent world he left behind in Hong Kong is too strong to escape.",amazon
Movie,Jiilka - Youthful Story,,,2020,PG-13,107,"Comedy,Romance","Rocky is a notoriously mischievous boy, leading his teachers and parents to be frustrated with him and his modern ideas. He grows up with the same attitude, graduates college, and starts living with his girlfriend. But relationship problems get the better of him as his girlfriend is forced to leave and for the first time, Rocky feels like he has lost.",amazon
Movie,Irish Jam,"United Kingdom,United States",,2006,PG-13,94,Comedy,"Upon discovering that their town is up for sale, crafty Irish villagers scheme to raise the money to prevent the buy-out. They hold a poetry contest with a tempting grand prize – the deed to their local pub. But what could happen when a duplicitous American rapper emerges as the best poet around?",amazon
Movie,I Write My Life,,,2021,NC-17,91,"Drama,LGBTQ+","Main character Sophie wants to make her life meaningful. She believes: ""To find something new in life, you firs need to get rid of something old"". Sophie decides to end her unhappy marriage and starts dating a girl, against all odds of life.",amazon
Movie,Hood,,,2015,PG-13,105,Action,"When RJ (Matt Singletary) returns home to Chicago after an 8 year tour in the army, he quickly finds that the streets he once knew are now eerily similar to the war torn villages and deserts of the Middle East.",amazon
TV Show,Holby Blue,,,2007,R,1,Drama,"Modern-day policing isn't just about robberies and anti-social orders in this fast-paced, thrilling drama series with topical, edgy storylines. Centered around Holby South police station, Holby Blue follows the lives and loves of its dedicated heroes.",amazon
TV Show,Hargrave,,,2021,R,1,"Drama,Science Fiction,Thriller","In the midst of serious doubts about his career and life, Detective Matthew Hargrave is contacted by a mysterious woman about her missing husband. Initially reluctant to take the case, Hargrave is compelled to investigate, triggering a series of life altering events that peel back the layers of his reality.",amazon
Movie,Gold Fools,,,2012,R,76,"Action,Drama,Thriller","When a successful family man gets laid off, he leads his friends on a gold panning expedition in the mountains of Sonora, oblivious to what lurks where the water runs real deep.",amazon
TV Show,Go Buster - Adventures of Go Buster (Made by Little Baby Bum),,"September 17, 2021",2020,G,7,Kids,"Go Buster is an animated online educational kids series watched all over the globe. Brought to you by the creators of Little Baby Bum, Go Buster encourages learning, creativity and fun! Learn colors, shapes and numbers with our well-loved characters!",amazon
Movie,Fairy tales and bedtime stories,,,2021,G,45,"Animation,Anime",Fairy Tales and bedtime stories watching each evening to a child promotes positive sleep habits. It calms a busy child and engages their mind into a world of magic and sweet dreams. The bedtime story is the best way to end the child's day and lead them into a night of wonderful rest.,amazon
Movie,Everybody's Talking About Jamie,,,2021,PG-13,115,"Arts/Entertainment/Culture,Comedy,LGBTQ+","Despite obstacles, 16-year-old Jamie has the courage to fabulously follow his unconventional dream in this inspiring true story turned musical sensation.",amazon
Movie,Edge Of The Axe,,,1988,NC-17,91,"Horror,Thriller","The rural community of Paddock County is being rocked by the crazed exploits of an axe-wielding psychopath, who stalks the night in a black trenchcoat and mask. As the victims pile up, the authorities attempt to keep a lid on the situation, whilst computer whizz-kid Gerald and girlfriend Lillian seek to unmask the killer before the town population reaches zero.",amazon
Movie,Doggin' Around,,,1994,NC-17,90,Drama,"Joe Warren is a veteran US jazz pianist and an ageing gambler, womanizer and alcoholic. In England for what he assumes will only be a week, he is horrified to find his agent has signed him up for a tour of the lesser nightspots in the North, and appointed an ex-singer as his minder. Surely she'll have no difficulty in coping with a paternity suit, gambling debts and a visit from the police?",amazon
